EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude
457149,LE5.1,2019-06-04,10:00:00,1,D,S1,NO23F,NA,0.092,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
458616,LE5.1,2019-07-09,09:40:00,1,D,S1,NO23F,NA,0.018,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
458617,LE5.1,2019-08-06,09:30:00,1,D,S1,NO23F,NA,0.027,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
458618,LE5.1,2019-09-10,09:30:00,1,D,S1,NO23F,NA,0.019,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
458619,LE5.1,2019-10-24,09:00:00,1,D,S1,NO23F,NA,0.119,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
458620,LE5.1,2019-11-05,09:15:00,1,D,S1,NO23F,NA,0.132,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
458782,TF5.5A,2019-11-05,11:20:00,1,D,S1,NO23F,NA,0.16,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
461987,LE5.1,2020-01-09,09:30:00,1,D,S1,NO23F,NA,0.178,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
461988,LE5.1,2020-02-04,09:40:00,1,D,S1,NO23F,NA,0.152,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
461989,LE5.1,2020-03-03,09:00:00,1,D,S1,NO23F,NA,0.212,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
462068,TF5.5A,2020-03-11,11:50:00,1,D,S1,NO23F,NA,0.371,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
462511,LE5.1,2020-07-07,09:00:00,1,D,S1,NO23F,NA,0.049,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
462512,LE5.1,2020-08-06,09:00:00,1,D,S1,NO23F,NA,0.102,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
462513,LE5.1,2020-09-01,09:30:00,1,D,S1,NO23F,NA,0.227,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
510253,LE5.1,2020-10-06,09:15:00,1,D,S1,NO23F,NA,0.199,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
30134,LE5.1,2013-03-20,09:20:00,1,D,S1,NO23F,NA,0.49,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
457316,TF5.6,2019-02-05,10:30:00,1,D,S1,NO23F,NA,0.425,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
457317,TF5.6,2019-03-05,10:40:00,1,D,S1,NO23F,NA,0.427,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
457318,TF5.6,2019-04-09,10:55:00,1,D,S1,NO23F,NA,0.37,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
457319,TF5.6,2019-05-07,10:50:00,1,D,S1,NO23F,NA,0.286,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
457320,TF5.6,2019-06-04,11:05:00,1,D,S1,NO23F,G,0.008,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
458784,TF5.6,2019-07-09,10:40:00,1,D,S1,NO23F,NA,0.012,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
458785,TF5.6,2019-08-06,11:05:00,1,D,S1,NO23F,NA,0.049,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
458786,TF5.6,2019-09-10,10:40:00,1,D,S1,NO23F,NA,0.125,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
458787,TF5.6,2019-10-08,10:30:00,1,D,S1,NO23F,NA,0.254,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
458788,TF5.6,2019-11-05,10:50:00,1,D,S1,NO23F,NA,0.131,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
458789,TF5.6,2019-12-12,10:55:00,1,D,S1,NO23F,NA,0.372,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462069,TF5.6,2020-01-08,10:48:00,1,D,S1,NO23F,NA,0.307,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462070,TF5.6,2020-02-04,10:40:00,1,D,S1,NO23F,NA,0.326,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462071,TF5.6,2020-03-11,11:10:00,1,D,S1,NO23F,NA,0.465,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462598,TF5.6,2020-07-07,10:25:00,1,D,S1,NO23F,NA,0.03,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462599,TF5.6,2020-08-13,11:15:00,1,D,S1,NO23F,<,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462600,TF5.6,2020-09-01,11:40:00,1,D,FS2,NO23F,NA,0.371,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
462600,TF5.6,2020-09-01,11:40:00,1,D,FS1,NO23F,NA,0.372,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510326,TF5.6,2020-10-06,11:15:00,1,D,S1,NO23F,NA,0.06,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510327,TF5.6,2020-11-04,11:20:00,1,D,S1,NO23F,NA,0.229,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510328,TF5.6,2020-12-10,10:42:00,1,D,S1,NO23F,NA,0.32,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
583879,TF5.6,2021-01-05,10:35:00,1,D,S1,NO23F,NA,0.4,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
583880,TF5.6,2021-02-03,10:30:00,1,D,S1,NO23F,NA,0.398,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
583881,TF5.6,2021-03-11,10:50:00,1,D,S1,NO23F,NA,0.4,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587803,TF5.6,2021-04-19,11:25:00,1,D,S1,NO23F,NA,0.204,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587804,TF5.6,2021-05-04,10:50:00,1,D,S1,NO23F,NA,0.225,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587805,TF5.6,2021-06-08,10:50:00,1,D,S1,NO23F,NA,0.022,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587806,TF5.6,2021-07-07,10:45:00,1,D,S1,NO23F,NA,0.027,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587807,TF5.6,2021-08-03,10:50:00,1,D,S1,NO23F,NA,0.097,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
587808,TF5.6,2021-09-02,10:35:00,1,D,S1,NO23F,NA,0.076,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
596917,TF5.6,2021-10-05,11:15:00,1,D,S1,NO23F,NA,0.112,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
596918,TF5.6,2021-11-04,10:55:00,1,D,S1,NO23F,NA,0.027,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608694,TF5.6,2022-04-13,10:40:00,1,D,S1,NO23F,NA,0.064,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608695,TF5.6,2022-05-03,10:55:00,1,D,S1,NO23F,G,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608696,TF5.6,2022-06-07,11:10:00,1,D,S1,NO23F,NA,0.015,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
608791,TF5.6,2022-02-09,11:05:00,1,D,S1,NO23F,NA,0.33,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621280,TF5.6,2022-07-06,11:10:00,1,D,S1,NO23F,<,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621281,TF5.6,2022-08-10,11:50:00,1,D,FS1,NO23F,<,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621281,TF5.6,2022-08-10,11:50:00,1,D,FS2,NO23F,<,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
621282,TF5.6,2022-09-07,11:15:00,1,D,S1,NO23F,NA,0.06,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
622037,TF5.6,2022-11-01,10:50:00,1,D,S1,NO23F,NA,0.15,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
622038,TF5.6,2022-12-05,11:25:00,1,D,S1,NO23F,NA,0.316,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
622036,TF5.6,2022-10-20,10:45:00,1,D,S1,NO23F,NA,0.156,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
510254,LE5.1,2020-11-09,10:00:00,1,D,S1,NO23F,NA,0.272,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
510324,TF5.5A,2020-11-04,11:50:00,1,D,FS2,NO23F,NA,0.216,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
510324,TF5.5A,2020-11-04,11:50:00,1,D,FS1,NO23F,NA,0.244,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
583797,LE5.1,2021-01-05,09:00:00,1,D,S1,NO23F,NA,0.358,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
583798,LE5.1,2021-02-04,10:00:00,1,D,S1,NO23F,NA,0.382,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
583799,LE5.1,2021-03-25,09:30:00,1,D,S1,NO23F,NA,0.285,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422969,TF5.6,2016-07-12,11:30:00,1,D,S1,NO23F,NA,0.049,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422970,TF5.6,2016-08-02,10:55:00,1,D,FS1,NO23F,NA,0.044,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422153,TF5.6,2016-05-12,10:40:00,1,D,S1,NO23F,NA,0.294,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422154,TF5.6,2016-06-07,11:20:00,1,D,S1,NO23F,NA,0.108,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
416891,TF5.6,2015-06-18,11:30:00,1,D,S1,NO23F,NA,0.018,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422151,TF5.6,2016-03-15,11:50:00,1,D,S1,NO23F,NA,0.434,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422152,TF5.6,2016-04-14,11:05:00,1,D,S1,NO23F,NA,0.21,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415077,TF5.6,2015-11-03,11:00:00,1,D,S1,NO23F,NA,0.354,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
395476,TF5.6,2013-09-04,11:50:00,1,D,S1,NO23F,NA,0.219,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415078,TF5.6,2015-12-15,11:30:00,1,D,S1,NO23F,NA,0.358,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415226,TF5.6,2015-07-07,12:15:00,1,D,S1,NO23F,NA,0.056,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415227,TF5.6,2015-08-06,12:00:00,1,D,S1,NO23F,G,0.003,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
416890,TF5.6,2015-05-05,11:50:00,1,D,S1,NO23F,NA,0.287,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
415228,TF5.6,2015-09-17,11:30:00,1,D,S1,NO23F,NA,0.107,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422970,TF5.6,2016-08-02,10:55:00,1,D,FS2,NO23F,NA,0.043,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
422971,TF5.6,2016-09-07,11:00:00,1,D,S1,NO23F,NA,0.092,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
425741,TF5.6,2016-10-04,11:20:00,1,D,S1,NO23F,NA,0.369,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
425742,TF5.6,2016-11-01,11:20:00,1,D,S1,NO23F,NA,0.572,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
425743,TF5.6,2016-12-01,11:00:00,1,D,S1,NO23F,NA,0.127,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
429602,TF5.6,2017-02-01,10:40:00,1,D,S1,NO23F,NA,0.356,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
429603,TF5.6,2017-03-01,10:50:00,1,D,S1,NO23F,NA,0.498,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
429895,TF5.6,2017-07-18,10:55:00,1,D,S1,NO23F,<,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
429896,TF5.6,2017-08-01,10:55:00,1,D,S1,NO23F,NA,0.041,MG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
30612,TF5.5,2013-05-09,12:50:00,1,D,S1,NO23F,NA,0.192,MG/L,L01,VADCLS,NA,NA,NA,NA,37.31265,-77.23283
30611,TF5.5A,2013-05-09,12:30:00,1,D,S1,NO23F,NA,0.182,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
30604,RET5.2,2013-05-09,10:45:00,1,D,S1,NO23F,NA,0.204,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20294,-76.78219
30215,TF5.5,2013-04-02,12:50:00,1,D,S1,NO23F,NA,0.292,MG/L,L01,VADCLS,NA,NA,NA,NA,37.31265,-77.23283
30214,TF5.5A,2013-04-02,12:25:00,1,D,S1,NO23F,NA,0.323,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
30206,RET5.2,2013-04-02,11:20:00,1,D,S1,NO23F,NA,0.329,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20294,-76.78219
30919,TF5.5,2013-06-06,13:30:00,1,D,S1,NO23F,NA,0.045,MG/L,L01,VADCLS,NA,NA,NA,NA,37.31265,-77.23283
30918,TF5.5A,2013-06-06,13:00:00,1,D,S1,NO23F,G,0.01,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
30905,LE5.1,2013-06-06,09:55:00,1,D,S1,NO23F,NA,0.242,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
30907,RET5.2,2013-06-06,10:20:00,1,D,S1,NO23F,NA,0.209,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20294,-76.78219
394411,LE5.1,2013-12-03,09:50:00,1,D,S1,NO23F,NA,0.214,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394552,LE5.1,2014-03-19,10:25:00,1,D,S1,NO23F,NA,0.387,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394553,LE5.1,2014-04-01,09:55:00,1,D,S1,NO23F,NA,0.334,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394554,LE5.1,2014-05-06,10:30:00,1,D,S1,NO23F,NA,0.187,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394703,LE5.1,2014-06-03,10:30:00,1,D,S1,NO23F,NA,0.176,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394790,LE5.1,2014-07-01,09:30:00,1,D,S1,NO23F,NA,0.087,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394791,LE5.1,2014-08-05,10:40:00,1,D,S1,NO23F,NA,0.08,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394924,LE5.1,2014-11-04,10:10:00,1,D,S1,NO23F,NA,0.129,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394925,LE5.1,2014-12-03,10:00:00,1,D,FS1,NO23F,NA,0.12,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394925,LE5.1,2014-12-03,10:00:00,1,D,FS2,NO23F,NA,0.119,MG/L,L01,VADCLS,NA,NA,NA,MSD REC 108,37.20297,-76.64833
395319,LE5.1,2015-03-03,10:00:00,1,D,S1,NO23F,NA,0.161,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
395415,LE5.1,2013-08-15,10:10:00,1,D,S1,NO23F,NA,0.113,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415015,LE5.1,2015-11-04,10:15:00,1,D,FS1,NO23F,NA,0.174,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415015,LE5.1,2015-11-04,10:15:00,1,D,FS2,NO23F,NA,0.176,MG/L,L01,VADCLS,NA,NA,NA,MSD REC 105,37.20297,-76.64833
415137,LE5.1,2015-07-07,11:00:00,1,D,S1,NO23F,G,0.009,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415139,LE5.1,2015-09-02,10:45:00,1,D,S1,NO23F,NA,0.023,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
415138,LE5.1,2015-08-13,10:30:00,1,D,S1,NO23F,NA,0.066,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
416816,LE5.1,2015-05-06,10:00:00,1,D,S1,NO23F,NA,0.133,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
416817,LE5.1,2015-06-02,09:35:00,1,D,S1,NO23F,NA,0.041,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422018,LE5.1,2016-05-19,10:15:00,1,D,S1,NO23F,NA,0.13,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422149,TF5.5A,2016-05-12,11:20:00,1,D,S1,NO23F,NA,0.274,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
422884,LE5.1,2016-07-06,10:20:00,1,D,S1,NO23F,NA,0.055,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422885,LE5.1,2016-08-02,10:35:00,1,D,S1,NO23F,NA,0.046,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422886,LE5.1,2016-09-07,10:10:00,1,D,S1,NO23F,NA,0.065,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
425666,LE5.1,2016-10-11,10:20:00,1,D,S1,NO23F,NA,0.311,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
425667,LE5.1,2016-11-01,09:45:00,1,D,S1,NO23F,NA,0.265,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429463,LE5.1,2017-01-04,10:00:00,1,D,S1,NO23F,NA,0.211,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429464,LE5.1,2017-02-01,10:25:00,1,D,FS2,NO23F,NA,0.219,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429464,LE5.1,2017-02-01,10:25:00,1,D,FS1,NO23F,NA,0.22,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429466,LE5.1,2017-04-20,10:30:00,1,D,S1,NO23F,NA,0.063,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429600,TF5.5A,2017-02-01,11:10:00,1,D,S1,NO23F,NA,0.421,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
429809,LE5.1,2017-07-06,10:30:00,1,D,S1,NO23F,NA,0.054,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429810,LE5.1,2017-08-01,10:00:00,1,D,S1,NO23F,NA,0.022,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608606,LE5.1,2022-05-18,09:00:00,1,D,S1,NO23F,NA,0.078,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608607,LE5.1,2022-06-29,08:45:00,1,D,S1,NO23F,NA,0.096,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587799,TF5.5A,2021-06-08,11:20:00,1,D,S1,NO23F,G,0.003,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
587801,TF5.5A,2021-08-03,11:20:00,1,D,S1,NO23F,NA,0.041,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
596830,LE5.1,2021-10-06,08:45:00,1,D,S1,NO23F,NA,0.063,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
596831,LE5.1,2021-11-04,09:00:00,1,D,S1,NO23F,NA,0.215,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
596832,LE5.1,2021-12-15,09:00:00,1,D,S1,NO23F,NA,0.13,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608605,LE5.1,2022-05-03,08:40:00,1,D,S1,NO23F,NA,0.069,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587631,LE5.1,2021-06-08,09:00:00,1,D,S1,NO23F,NA,0.033,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587632,LE5.1,2021-07-07,09:00:00,1,D,S1,NO23F,G,0.008,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587633,LE5.1,2021-08-05,09:15:00,1,D,S1,NO23F,NA,0.026,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587634,LE5.1,2021-09-08,08:45:00,1,D,S1,NO23F,NA,0.059,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587629,LE5.1,2021-04-06,09:15:00,1,D,S1,NO23F,NA,0.159,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
587630,LE5.1,2021-05-18,09:00:00,1,D,S1,NO23F,<,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608692,TF5.5A,2022-05-03,11:25:00,1,D,S1,NO23F,<,0.002,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
608726,LE5.1,2022-02-08,09:00:00,1,D,S1,NO23F,NA,0.16,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
608727,LE5.1,2022-03-16,08:45:00,1,D,S1,NO23F,NA,0.209,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
621200,LE5.1,2022-08-02,09:15:00,1,D,S1,NO23F,NA,0.044,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
621201,LE5.1,2022-08-18,08:40:00,1,D,S1,NO23F,NA,0.167,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
621202,LE5.1,2022-09-20,09:00:00,1,D,S1,NO23F,NA,0.044,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
622034,TF5.5A,2022-11-01,11:10:00,1,D,FS1,NO23F,NA,0.032,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
622034,TF5.5A,2022-11-01,11:10:00,1,D,FS2,NO23F,NA,0.035,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
622070,LE5.1,2022-10-20,08:45:00,1,D,S1,NO23F,NA,0.148,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
622072,LE5.1,2022-12-14,08:30:00,1,D,S1,NO23F,NA,0.173,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
622071,LE5.1,2022-11-29,09:10:00,1,D,S1,NO23F,NA,0.199,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
429811,LE5.1,2017-09-07,09:40:00,1,D,S1,NO23F,NA,0.192,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
447233,LE5.1,2017-10-03,09:40:00,1,D,S1,NO23F,NA,0.151,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
447234,LE5.1,2017-11-01,09:40:00,1,D,S1,NO23F,NA,0.223,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
448653,LE5.1,2018-01-24,10:00:00,1,D,S1,NO23F,NA,0.135,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
448654,LE5.1,2018-02-06,10:40:00,1,D,S1,NO23F,NA,0.15,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
448655,LE5.1,2018-03-06,09:50:00,1,D,S1,NO23F,NA,0.289,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
448656,LE5.1,2018-04-18,09:45:00,1,D,S1,NO23F,NA,0.117,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
449274,LE5.1,2018-05-01,10:00:00,1,D,S1,NO23F,NA,0.26,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
449275,LE5.1,2018-06-05,09:50:00,1,D,S1,NO23F,NA,0.266,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
450458,LE5.1,2018-07-10,09:30:00,1,D,S1,NO23F,NA,0.044,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
450459,LE5.1,2018-08-07,09:30:00,1,D,S1,NO23F,NA,0.051,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
451236,LE5.1,2018-09-05,10:00:00,1,D,S1,NO23F,NA,0.061,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
454208,LE5.1,2018-10-02,10:00:00,1,D,S1,NO23F,NA,0.383,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
454209,LE5.1,2018-11-07,09:30:00,1,D,S1,NO23F,NA,0.474,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
454210,LE5.1,2018-12-05,10:00:00,1,D,S1,NO23F,NA,0.345,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
454282,TF5.5A,2018-11-01,11:20:00,1,D,FS1,NO23F,NA,0.396,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
454282,TF5.5A,2018-11-01,11:20:00,1,D,FS2,NO23F,NA,0.398,MG/L,L01,VADCLS,NA,NA,NA,NA,37.30165,-77.1284
457144,LE5.1,2019-01-08,09:45:00,1,D,S1,NO23F,NA,0.46,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
457145,LE5.1,2019-02-05,10:00:00,1,D,S1,NO23F,NA,0.446,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
422074,RET5.2,2016-02-17,10:15:00,1,D,FS1,NO23F,NA,0.37,MG/L,L01,VADCLS,NA,NA,NA,NA,37.20294,-76.78219
422074,RET5.2,2016-02-17,10:15:00,1,D,FS2,NO23F,NA,0.367,MG/L,L01,VADCLS,NA,NA,NA,MSD REC 98,37.20294,-76.78219
